Chrom (mm10),Start (mm10),End (mm10),Assembly (original),Chrom (original),Start (original),End (original),VISTA identifier,Limb-activity,Considered in ML
chr14,97559884,97561752,hg19,chr13,71793422,71795334,hs136,negative,yes
chr14,97840336,97840805,hg19,chr13,72063376,72063816,hs339,negative,yes
chr14,98018788,98020055,hg19,chr13,72255836,72257039,hs182,negative,yes
chr14,98046622,98048648,hg19,chr13,72300849,72302934,hs137,negative,yes
chr14,98072482,98073981,hg19,chr13,72333516,72334988,hs619,negative,yes
chr14,98082963,98085270,hg19,chr13,72345980,72348230,hs188,negative,yes
chr14,98154698,98157214,hg19,chr13,72425787,72428335,hs138,negative,yes
chr14,98422637,98423400,hg19,chr13,72668699,72669457,hs432,negative,yes
chr14,98448375,98450139,hg19,chr13,72693676,72695292,hs140,negative,yes
chr14,98533924,98535402,hg19,chr13,72768988,72770449,hs747,negative,yes
chr14,98536184,98538781,hg19,chr13,72771271,72773876,hs131,negative,yes
chr14,98683223,98684855,hg19,chr13,72938917,72940565,hs176,negative,yes
chr14,98748098,98751239,hg19,chr13,73001083,73003053,hs141,negative,yes
chr14,98765363,98766176,hg19,chr13,73006141,73006976,hs132,negative,yes
chr14,98819484,98820234,hg19,chr13,73067601,73068380,hs133,negative,yes
chr14,98830064,98831289,hg19,chr13,73078567,73079883,hs134,negative,yes
chr14,98832300,98834612,hg19,chr13,73081447,73083754,hs142,positive,yes
chr14,98838461,98840576,hg19,chr13,73087012,73088821,hs143,negative,yes
chr14,98894511,98895418,hg19,chr13,73149054,73150028,hs135,negative,yes
chr14,98958352,98959867,hg19,chr13,73224400,73225906,hs144,negative,yes
chr14,103763360,103764966,hg19,chr13,78406128,78407714,hs1394,negative,yes
chr14,104190395,104191968,hg19,chr13,78866759,78868299,hs715,negative,yes
chr14,104297360,104298672,hg19,chr13,78976015,78977338,hs915,positive,yes
chr14,104834243,104835529,hg19,chr13,79572260,79573591,hs823,negative,yes
chr14,105376563,105379035,hg19,chr13,80232246,80234630,hs1471,positive,yes
chr14,118193836,118195430,hg19,chr13,95313852,95315441,hs796,negative,yes
chr14,118229617,118231411,hg19,chr13,95358263,95360017,hs488,negative,yes
chr14,118435485,118436834,hg19,chr13,95618464,95619819,hs341,negative,yes
chr14,122253729,122258284,hg19,chr13,100338445,100342077,hs1444,negative,yes
chr15,7422224,7423664,hg19,chr10,134442029,134446812,hs1763,negative,yes
chr15,13391894,13395636,mm9,chr15,13321649,13325391,mm13,positive,yes
chr15,27783861,27785191,hg19,chr5,14444355,14446026,hs1513,negative,yes
chr15,30511450,30513962,mm9,chr15,30441205,30443717,mm1400,negative,yes
chr15,34828818,34829716,hg19,chr8,99428481,99429432,hs908,negative,yes
chr15,35532217,35534804,mm9,chr15,35461972,35464559,mm703,positive,yes
chr15,35747988,35749219,hg19,chr8,100680409,100681809,hs909,negative,yes
chr15,37052172,37055037,mm9,chr15,36981927,36984792,mm31,negative,yes
chr15,40255720,40257011,hg19,chr8,105880860,105882147,hs648,negative,yes
chr15,40354034,40356272,hg19,chr8,105961524,105963694,hs425,negative,yes
chr15,40475259,40476782,hg19,chr8,106101923,106103435,hs804,negative,yes
chr15,40657862,40659260,hg19,chr8,106333530,106334859,hs195,negative,yes
chr15,40911362,40915891,hg19,chr8,106602865,106607408,hs1800,negative,yes
chr15,40923867,40924925,hg19,chr8,106611425,106612483,hs768,negative,yes
chr15,41039704,41041015,hg19,chr8,106744003,106745324,hs716,negative,yes
chr15,50664833,50666650,hg19,chr8,116430695,116432527,hs919,positive,yes
chr15,52334869,52335444,mm9,chr15,52166424,52166999,mm2,negative,yes
chr15,56165722,56167474,hg19,chr8,122076654,122078139,hs1482,positive,yes
chr15,60852996,60854287,mm9,chr15,60684551,60685842,mm642,positive,yes
chr15,61157637,61158731,mm9,chr15,60989192,60990286,mm641,negative,yes
chr15,62902694,62903900,mm9,chr15,62734249,62735455,mm457,negative,yes
chr15,63052414,63053178,hg19,chr8,129987805,129988581,hs1877,positive,yes
chr15,63065702,63067611,mm9,chr15,62897257,62899166,mm73,negative,yes
chr15,63193937,63194788,mm9,chr15,63025492,63026343,mm458,positive,yes
chr15,63339170,63341718,hg19,chr8,130252377,130254551,hs1708,negative,yes
chr15,63674092,63676818,hg19,chr8,130644090,130647317,hs1709,negative,yes
chr15,66824301,66827162,mm9,chr15,66655863,66658724,mm104,negative,yes
chr15,67142033,67143636,mm9,chr15,66973595,66975198,mm105,negative,yes
chr15,67245067,67247938,hg19,chr8,134681048,134683216,hs1400,negative,yes
chr15,73739611,73747146,hg19,chr8,142421347,142426352,hs1882,negative,yes
chr15,75646709,75649708,mm9,chr15,75477139,75480138,mm1304,negative,yes
chr15,75834812,75835772,hg19,chr8,144613510,144614569,hs558,negative,yes
chr15,76402681,76404351,hg19,chr8,145235516,145237210,hs2075,negative,yes
chr15,77006899,77009163,hg19,chr22,35982681,35987358,hs1913,negative,yes
chr15,77036640,77038764,mm9,chr15,76867070,76869194,mm106,negative,yes
chr15,77089079,77090092,hg19,chr22,36145691,36146713,hs581,negative,yes
chr15,79163841,79164236,hg19,chr22,38379933,38380307,hs517,negative,yes
chr15,79165517,79166323,hg19,chr22,38381623,38382457,hs564,negative,yes
chr15,79173761,79174273,hg19,chr22,38392037,38392599,hs496,negative,yes
chr15,79175822,79176550,hg19,chr22,38394345,38395199,hs486,negative,yes
chr15,79208803,79209777,hg19,chr22,38429240,38430515,hs491,negative,yes
chr15,79218952,79220098,hg19,chr22,38442140,38442879,hs492,negative,yes
chr15,79223635,79224085,hg19,chr22,38446392,38446997,hs490,negative,yes
chr15,79323554,79324112,mm9,chr15,79153984,79154542,mm191,negative,yes
chr15,83523008,83524071,hg19,chr22,43496327,43497816,hs1731,negative,yes
chr15,83638828,83640718,mm9,chr15,83469258,83471148,mm84,positive,yes
chr15,84217537,84220713,mm9,chr15,84047967,84051143,mm91,negative,yes
chr15,85464143,85464949,hg19,chr22,46240915,46242300,hs1559,negative,yes
chr15,86112646,86114946,hg19,chr22,47048605,47050100,hs2349,negative,yes
chr15,92514399,92515071,hg19,chr12,41749027,41749727,hs337,negative,yes
chr15,99807076,99809694,mm9,chr15,99637507,99640125,mm17,negative,yes
chr15,102694217,102694945,hg19,chr12,54090636,54091341,hs338,negative,yes
chr15,102999797,103002958,hg19,chr12,54412238,54415445,hs2078,negative,yes
chr15,103013812,103014964,hg19,chr12,54426638,54427789,hs1875,negative,yes
chr16,5663673,5664669,hg19,chr16,5791187,5792173,hs941,negative,yes
chr16,6366003,6367236,hg19,chr16,6548841,6550064,hs90,negative,yes
chr16,7106399,7107046,hg19,chr16,7418980,7419830,hs88,negative,yes
chr16,7119721,7120895,hg19,chr16,7431988,7433156,hs91,negative,yes
chr16,7407163,7408866,hg19,chr16,7758525,7759863,hs87,negative,yes
chr16,7520398,7521914,hg19,chr16,7886533,7888033,hs92,negative,yes
chr16,7805277,7806470,hg19,chr16,8133046,8134289,hs93,negative,yes
chr16,7945941,7947658,hg19,chr16,8238189,8239787,hs107,negative,yes
chr16,8198308,8199509,hg19,chr16,8431303,8432558,hs94,negative,yes
chr16,8223606,8224476,hg19,chr16,8458833,8459721,hs920,negative,yes
chr16,10051118,10051975,hg19,chr16,10319829,10320876,hs1242,negative,yes
chr16,15052403,15053743,hg19,chr8,49494150,49495734,hs1431,positive,yes
chr16,15054450,15055590,mm9,chr16,15054543,15055683,mm382,negative,yes
chr16,15084592,15085708,mm9,chr16,15084685,15085801,mm466,positive,yes
chr16,15194413,15196116,mm9,chr16,15194506,15196209,mm383,negative,yes
chr16,15294470,15296046,mm9,chr16,15294563,15296139,mm467,positive,yes
chr16,17808170,17811091,hg19,chr22,20775061,20779007,hs1620,positive,yes
chr16,18554168,18557637,mm9,chr16,18554261,18557730,mm321,positive,yes
chr16,18585742,18586133,hg19,chr22,19749356,19750055,hs515,positive,yes
chr16,18593233,18593685,hg19,chr22,19741204,19741707,hs497,negative,yes
chr16,22110016,22110705,hg19,chr3,185462672,185464469,hs2083,negative,yes
chr16,22698603,22699796,hg19,chr3,186123841,186125332,hs2382,negative,yes
chr16,23238256,23244553,hg19,chr3,186664911,186668475,hs1952,negative,yes
chr16,23502808,23507356,mm9,chr16,23502881,23507429,mm1315,negative,yes
chr16,25255379,25256208,hg19,chr3,188857183,188858023,hs887,negative,yes
chr16,25587855,25588485,hg19,chr3,189233649,189234301,hs1286,negative,yes
chr16,29719360,29721162,hg19,chr3,193489359,193491333,hs1563,negative,yes
chr16,29882436,29884131,hg19,chr3,193660817,193662478,hs1344,negative,yes
chr16,29893116,29895809,hg19,chr3,193677518,193680170,hs1453,positive,yes
chr16,30128809,30130865,hg19,chr3,193929360,193931457,hs1543,negative,yes
chr16,32568412,32570687,hg19,chr3,195846372,195848341,hs2091,negative,yes
chr16,32852084,32855869,mm9,chr16,32852170,32855955,mm1352,negative,yes
chr16,34092411,34095027,hg19,chr3,124304700,124307917,hs2031,negative,yes
chr16,35598618,35602946,hg19,chr3,122690302,122695291,hs1889,negative,yes
chr16,37812647,37815565,mm9,chr16,37812733,37815651,mm1339,negative,yes
chr16,37892144,37895218,mm9,chr16,37892230,37895304,mm1361,positive,yes
chr16,42781028,42782865,hg19,chr3,114936330,114938229,hs1648,negative,yes
chr16,43080156,43080909,hg19,chr3,114611706,114612491,hs255,negative,yes
chr16,43121973,43123557,hg19,chr3,114574745,114576011,hs254,negative,yes
chr16,43276775,43278938,hg19,chr3,114433184,114435415,hs253,negative,yes
chr16,44631515,44633626,mm9,chr16,44631628,44633739,mm1301,negative,yes
chr16,44676758,44681298,hg19,chr3,112811494,112816407,hs1685,positive,yes
chr16,62468253,62470783,hg19,chr3,94051018,94053829,hs1462,positive,yes
chr16,72685638,72688303,hg19,chr3,79042278,79045053,hs1475,positive,yes
chr16,77289984,77293024,hg19,chr21,17526224,17528103,hs1377,negative,yes
chr16,77420896,77422638,hg19,chr21,17681162,17682802,hs1304,negative,yes
chr16,77635468,77638909,hg19,chr21,17951012,17953659,hs1441,positive,yes
chr16,77651730,77654627,hg19,chr21,17968630,17971417,hs1692,negative,yes
chr16,85887134,85888622,hg19,chr21,28326327,28327753,hs1684,negative,yes
chr16,86837654,86839343,hg19,chr21,29655315,29656764,hs2400,negative,yes
chr16,89909485,89910340,hg19,chr21,32650843,32651711,hs945,negative,yes
chr16,91104484,91107069,hg19,chr21,34221456,34223948,hs1548,negative,yes
chr16,91139145,91142270,mm9,chr16,91139390,91142515,mm817,negative,yes
chr16,91290868,91293443,hg19,chr21,34465959,34469066,hs1346,negative,yes
chr16,92340534,92342015,mm9,chr16,92340779,92342260,mm769,negative,yes
chr16,92344467,92345647,mm9,chr16,92344712,92345892,mm768,negative,yes
chr16,92412092,92416120,hg19,chr21,35915964,35919662,hs2084,negative,yes
chr16,92427453,92430131,mm9,chr16,92427698,92430376,mm107,negative,yes
chr16,94956955,94958478,hg19,chr21,39227606,39229223,hs1811,negative,yes
chr16,95847911,95849564,hg19,chr21,40361359,40363126,hs1516,positive,yes
chr16,97007285,97008846,mm9,chr16,97228892,97230453,mm1194,negative,yes
chr17,4038923,4041381,mm9,chr17,4038923,4041381,mm1389,negative,yes
chr17,7268493,7269968,mm9,chr17,7472842,7474317,mm108,negative,yes
chr17,9886737,9890324,hg19,chr6,164382342,164386389,hs1955,negative,yes
chr17,10049353,10054361,hg19,chr6,164168419,164172918,hs2111,negative,yes
chr17,10472540,10473972,hg19,chr6,163630391,163631925,hs2377,negative,yes
chr17,10743927,10746180,hg19,chr6,163276830,163279930,hs1358,negative,yes
chr17,11085724,11088280,mm9,chr17,11278590,11281146,mm26,negative,yes
chr17,12203951,12205747,mm9,chr17,12396817,12398613,mm156,negative,yes
chr17,12789717,12793070,mm9,chr17,12982583,12985936,mm89,negative,yes
chr17,15440120,15441360,hg19,chr6,170747095,170748864,hs1310,negative,yes
chr17,26508852,26510691,hg19,chr5,172198673,172201009,hs1828,negative,yes
chr17,26811609,26815540,mm9,chr17,26948554,26952485,mm843,negative,yes
chr17,26827896,26829166,hg19,chr5,172632796,172633597,hs505,negative,yes
chr17,26863571,26866666,mm9,chr17,27000516,27003611,mm824,negative,yes
chr17,28343766,28346334,hg19,chr6,35457129,35460603,hs1887,negative,yes
chr17,29433661,29435358,mm9,chr17,29570606,29572303,mm81,negative,yes
chr17,29462413,29466116,mm9,chr17,29599358,29603061,mm755,positive,yes
chr17,30377456,30379782,hg19,chr6,38358690,38360084,hs1366,negative,yes
chr17,30548540,30552550,mm9,chr17,30685485,30689495,mm1326,negative,yes
chr17,35719853,35721785,mm9,chr17,35856798,35858730,mm90,negative,yes
chr17,43329588,43330220,mm9,chr17,43466537,43467169,mm252,negative,yes
chr17,44151634,44153406,hg19,chr6,46020500,46022001,hs2397,negative,yes
chr17,44296916,44302725,hg19,chr6,45847301,45850554,hs1461,positive,yes
chr17,44617720,44619644,mm9,chr17,44754669,44756593,mm924,negative,yes
chr17,44722114,44723789,mm9,chr17,44859063,44860738,mm657,negative,yes
chr17,45325361,45328754,hg19,chr6,44518184,44521377,hs1495,negative,yes
chr17,46008888,46010190,hg19,chr6,43760764,43762277,hs2399,negative,yes
chr17,47871880,47873076,hg19,chr6,41560717,41562075,hs1100,negative,yes
chr17,47914774,47915357,hg19,chr6,41523224,41523677,hs281,negative,yes
chr17,47988296,47991797,mm9,chr17,48125245,48128746,mm751,positive,yes
chr17,48008186,48009225,hg19,chr6,41436815,41438024,hs1145,negative,yes
chr17,48010566,48011721,hg19,chr6,41434455,41435695,hs1003,negative,yes
chr17,48057243,48058148,hg19,chr6,41380559,41381515,hs1225,negative,yes
chr17,49690781,49691948,mm9,chr17,49830106,49831273,mm276,negative,yes
chr17,51062470,51063411,hg19,chr3,17608555,17609487,hs750,negative,yes
chr17,51370486,51371772,hg19,chr3,17987632,17988945,hs839,negative,yes
chr17,51536358,51537318,hg19,chr3,18169362,18170237,hs250,negative,yes
chr17,52225510,52226530,hg19,chr3,18844368,18845392,hs251,negative,yes
chr17,52307830,52309076,hg19,chr3,18898614,18899860,hs651,negative,yes
chr17,52329852,52330752,hg19,chr3,18916569,18917473,hs825,negative,yes
chr17,52459484,52461092,hg19,chr3,19027747,19029355,hs936,negative,yes
chr17,52465120,52465827,hg19,chr3,19033849,19034569,hs252,negative,yes
chr17,62700976,62701852,hg19,chr5,106813861,106814679,hs1733,negative,yes
chr17,62785705,62787128,hg19,chr5,106909516,106911012,hs1734,negative,yes
chr17,63171422,63173537,hg19,chr5,107299863,107302976,hs1345,negative,yes
chr17,73022163,73024151,mm9,chr17,73371503,73373491,mm82,negative,yes
chr17,79144758,79146183,hg19,chr2,37643870,37645460,hs1480,positive,yes
chr17,79223077,79228513,hg19,chr2,37750153,37753678,hs2097,negative,yes
chr17,84179514,84182025,hg19,chr2,43444721,43447298,hs1909,positive,yes
chr17,85487468,85489670,hg19,chr2,45030569,45032739,hs541,negative,yes
chr17,85526742,85530634,hg19,chr2,45066752,45070624,hs148,negative,yes
chr17,85562620,85563333,hg19,chr2,45106927,45107653,hs149,negative,yes
chr17,85578835,85579978,hg19,chr2,45128095,45129317,hs150,negative,yes
chr17,87375344,87378514,hg19,chr2,47295775,47299432,hs1967,negative,yes
chr17,90695304,90698017,hg19,chr2,50840428,50844037,hs1348,negative,yes
chr18,5185222,5188225,mm9,chr18,5185220,5188223,mm1319,negative,yes
chr18,8043684,8045852,hg19,chr10,37054745,37057224,hs1334,negative,yes
chr18,9027135,9028620,hg19,chr10,36072272,36074291,hs1589,negative,yes
chr18,9146716,9148876,hg19,chr10,35972892,35975932,hs1567,positive,yes
chr18,9215949,9217733,hg19,chr10,35925382,35927242,hs1588,negative,yes
chr18,10735381,10736621,hg19,chr18,19338952,19341922,hs1650,negative,yes
chr18,11077951,11078500,hg19,chr18,19773983,19774532,hs502,negative,yes
chr18,13109017,13110286,hg19,chr18,22139917,22141191,hs1053,negative,yes
chr18,13221434,13222700,hg19,chr18,22235986,22237388,hs1169,negative,yes
chr18,13665973,13667811,hg19,chr18,22616831,22618682,hs1180,negative,yes
chr18,13703650,13705054,hg19,chr18,22657391,22658788,hs1104,negative,yes
chr18,13738222,13739462,hg19,chr18,22692416,22693640,hs367,positive,yes
chr18,13768735,13769660,hg19,chr18,22723676,22724605,hs686,negative,yes
chr18,13786795,13788440,hg19,chr18,22744668,22746270,hs1027,negative,yes
chr18,13789608,13791298,hg19,chr18,22747310,22748975,hs962,negative,yes
chr18,13797873,13799412,hg19,chr18,22755741,22757347,hs368,negative,yes
chr18,13809409,13810718,hg19,chr18,22767257,22768478,hs740,negative,yes
chr18,13811241,13812714,hg19,chr18,22769112,22770579,hs1088,negative,yes
chr18,13847776,13849408,hg19,chr18,22808334,22809984,hs1653,negative,yes
chr18,13896096,13897821,hg19,chr18,22864753,22866457,hs369,negative,yes
chr18,14063414,14065312,hg19,chr18,23044107,23046853,hs1544,negative,yes
chr18,14305021,14306278,hg19,chr18,23283479,23284795,hs1138,negative,yes
chr18,14458160,14460150,hg19,chr18,23432723,23434825,hs1566,negative,yes
chr18,16560468,16563440,hg19,chr18,25500905,25504214,hs1636,negative,yes
chr18,16709806,16715755,hg19,chr18,25663863,25668856,hs1634,negative,yes
chr18,25240595,25241640,hg19,chr18,34480079,34481120,hs370,negative,yes
chr18,25377370,25378646,hg19,chr18,34719386,34720720,hs590,negative,yes
chr18,25677415,25678414,hg19,chr18,35063482,35064528,hs371,negative,yes
chr18,25791621,25792490,hg19,chr18,35178249,35179130,hs372,negative,yes
chr18,26196681,26197485,hg19,chr18,35564526,35565346,hs373,negative,yes
chr18,26738357,26739389,hg19,chr18,36024488,36025531,hs880,negative,yes
chr18,26783371,26784627,hg19,chr18,36062696,36063956,hs374,negative,yes
chr18,27497307,27498342,hg19,chr18,36763763,36764791,hs851,negative,yes
chr18,28161558,28162566,hg19,chr18,37498660,37499574,hs797,negative,yes
chr18,32541944,32543241,mm9,chr18,32701598,32702895,mm291,negative,yes
chr18,33552065,33554381,mm9,chr18,33711719,33714035,mm15,negative,yes
chr18,34131298,34134370,mm9,chr18,34290952,34294024,mm1329,negative,yes
chr18,38803792,38805763,hg19,chr5,141930055,141932276,hs1640,negative,yes
chr18,55135918,55137168,hg19,chr5,124244194,124245446,hs1338,negative,yes
chr18,55195554,55197516,hg19,chr5,124330649,124332930,hs1375,negative,yes
chr18,55483488,55486878,hg19,chr5,124651163,124654187,hs1643,negative,yes
chr18,55505854,55508602,hg19,chr5,124682735,124685593,hs1373,negative,yes
chr18,55518917,55521029,hg19,chr5,124708335,124710392,hs1371,positive,yes
chr18,56896918,56898991,mm9,chr18,57056572,57058645,mm109,negative,yes
chr18,60904549,60907221,mm9,chr18,61064203,61066875,mm879,positive,yes
chr18,61348807,61352129,mm9,chr18,61508461,61511783,mm1331,negative,yes
chr18,61637563,61638544,hg19,chr5,148821355,148824866,hs1890,negative,yes
chr18,61651103,61654078,hg19,chr5,148801693,148805076,hs1752,negative,yes
chr18,65514203,65517793,mm9,chr18,65673857,65677447,mm1322,negative,yes
chr18,65529356,65532579,hg19,chr18,56471647,56474866,hs1397,negative,yes
chr18,67369754,67371235,hg19,chr18,12277696,12281650,hs1751,negative,yes
chr18,68058776,68059713,mm9,chr18,68218430,68219367,mm304,negative,yes
chr18,68909329,68911841,mm9,chr18,69068983,69071495,mm708,positive,yes
chr18,69095836,69096789,hg19,chr18,53567879,53568822,hs744,negative,yes
chr18,69124561,69125812,hg19,chr18,53530668,53531881,hs713,negative,yes
chr18,69499162,69500798,hg19,chr18,53089625,53091079,hs376,negative,yes
chr18,69546507,69549364,mm9,chr18,69706161,69709018,mm1390,negative,yes
chr18,69562177,69563579,hg19,chr18,53018678,53020044,hs1537,negative,yes
chr18,69606432,69610050,hg19,chr18,52971887,52975873,hs1561,negative,yes
chr18,69844648,69846013,hg19,chr18,52699870,52701226,hs1013,negative,yes
chr18,72724154,72726079,hg19,chr18,49572585,49574511,hs1384,negative,yes
chr18,73058911,73061059,hg19,chr18,49279374,49281480,hs1726,negative,yes
chr18,75501597,75505830,mm9,chr18,75661251,75665484,mm18,negative,yes
chr18,76160386,76161964,mm9,chr18,76320040,76321618,mm557,negative,yes
chr18,76221908,76222726,mm9,chr18,76381562,76382380,mm218,negative,yes
chr18,76556128,76556906,hg19,chr18,45087290,45088074,hs679,negative,yes
chr18,76573837,76574483,hg19,chr18,45069104,45069792,hs802,negative,yes
chr18,76862704,76863724,hg19,chr18,44770271,44771284,hs375,negative,yes
chr18,78236925,78239280,hg19,chr18,43168347,43170729,hs1440,positive,yes
chr18,78266848,78268996,hg19,chr18,43133056,43135229,hs1464,positive,yes
chr18,78335782,78336542,mm9,chr18,78532521,78533281,mm173,negative,yes
chr18,78454685,78456223,hg19,chr18,42942363,42944135,hs1363,negative,yes
chr18,79047867,79051719,hg19,chr18,42322323,42326001,hs1362,negative,yes
chr18,80330119,80332361,mm9,chr18,80526858,80529100,mm152,negative,yes
chr18,80787643,80788566,hg19,chr18,77043189,77044144,hs885,negative,yes
chr18,80811438,80812176,hg19,chr18,77010009,77010795,hs775,negative,yes
chr18,80818313,80819093,hg19,chr18,77002193,77002977,hs560,negative,yes
chr18,81131479,81132547,hg19,chr18,76517730,76518836,hs1194,negative,yes
chr18,81152973,81154540,hg19,chr18,76481722,76483257,hs1056,negative,yes
chr18,81165711,81167181,hg19,chr18,76461276,76462723,hs1011,negative,yes
chr18,81455134,81455906,hg19,chr18,76070697,76071834,hs1141,negative,yes
chr18,81461114,81462251,hg19,chr18,76064036,76065306,hs1083,negative,yes
chr18,81506904,81508195,hg19,chr18,76009581,76010891,hs1047,negative,yes
chr18,81509179,81510770,hg19,chr18,76006820,76008476,hs634,negative,yes
chr18,81851981,81853025,hg19,chr18,75544627,75545680,hs552,negative,yes
chr18,81897382,81899437,hg19,chr18,75496338,75498507,hs1020,negative,yes
chr18,81923025,81924558,hg19,chr18,75467090,75468311,hs1195,negative,yes
chr18,82887629,82890860,mm9,chr18,83057021,83060252,mm33,negative,yes
chr18,83452679,83453499,hg19,chr18,73570346,73571156,hs808,negative,yes
chr18,84242069,84243226,hg19,chr18,72736412,72737599,hs733,negative,yes
chr18,84372055,84373646,hg19,chr18,72567672,72569282,hs824,positive,yes
chr18,84413593,84415866,hg19,chr18,72507962,72510295,hs528,negative,yes
chr18,84463339,84466318,hg19,chr18,72446892,72449761,hs1701,negative,yes
chr18,84541675,84543352,hg19,chr18,72362520,72364210,hs379,negative,yes
chr18,84547223,84548064,hg19,chr18,72357475,72358333,hs378,positive,yes
chr19,5810096,5812698,hg19,chr11,65254704,65258394,hs1759,negative,yes
chr19,8944197,8945760,hg19,chr11,62366107,62367548,hs2056,negative,yes
chr19,10421786,10424672,hg19,chr11,61311775,61314751,hs351,negative,yes
chr19,10659775,10663888,mm9,chr19,10734265,10738378,mm1381,negative,yes
chr19,14123242,14124630,hg19,chr9,82681268,82682692,hs1004,positive,yes
chr19,14239311,14242198,hg19,chr9,82590314,82593174,hs1163,negative,yes
chr19,14506118,14508633,hg19,chr9,82276120,82278534,hs1360,negative,yes
chr19,14518113,14519084,hg19,chr9,82266057,82267053,hs1183,negative,yes
chr19,14540263,14542407,hg19,chr9,82244801,82246758,hs1026,negative,yes
chr19,14565296,14568169,hg19,chr9,82224085,82226757,hs1078,negative,yes
chr19,14658816,14660521,hg19,chr9,82119097,82120855,hs1074,negative,yes
chr19,14776717,14777987,hg19,chr9,82010246,82011547,hs1041,negative,yes
chr19,14890555,14892151,hg19,chr9,81870622,81872224,hs313,positive,yes
chr19,14939836,14941282,hg19,chr9,81823297,81824667,hs765,negative,yes
chr19,15340183,15341551,hg19,chr9,81471747,81473114,hs312,positive,yes
chr19,15800832,15804668,hg19,chr9,81052204,81055820,hs1585,negative,yes
chr19,15835663,15838957,hg19,chr9,81010879,81014103,hs1530,positive,yes
chr19,17083805,17085682,hg19,chr9,79364725,79366873,hs1814,negative,yes
chr19,20013975,20014601,hg19,chr9,76183997,76184631,hs811,negative,yes
chr19,20035025,20035757,hg19,chr9,76154764,76155512,hs668,negative,yes
chr19,20401244,20403310,hg19,chr9,75758359,75760288,hs2000,negative,yes
chr19,21274084,21274843,mm9,chr19,21348574,21349333,mm269,negative,yes
chr19,24451987,24454281,hg19,chr9,71422469,71425428,hs1395,negative,yes
chr19,24945396,24946544,hg19,chr9,159657,160780,hs628,negative,yes
chr19,25604027,25604976,hg19,chr9,968797,970093,hs196,negative,yes
chr19,25607279,25609178,hg19,chr9,973435,975288,hs112,negative,yes
chr19,26844389,26847098,hg19,chr9,2240936,2242833,hs1743,negative,yes
chr19,27904248,27905597,hg19,chr9,3401031,3402562,hs1350,negative,yes
chr19,36129039,36129586,hg19,chr10,92690021,92690674,hs495,negative,yes
chr19,36686377,36689836,hg19,chr10,93348489,93351723,hs1950,negative,yes
chr19,37492022,37497349,hg19,chr10,94513996,94517989,hs1866,negative,yes
chr19,40375645,40378667,hg19,chr10,97173123,97176290,hs1778,negative,yes
chr19,40467416,40468695,hg19,chr10,97267716,97269342,hs2353,negative,yes
chr19,41558217,41559329,hg19,chr10,98714616,98715729,hs478,negative,yes
chr19,44514132,44515870,hg19,chr10,102244842,102246334,hs1006,negative,yes
chr19,44630970,44633041,hg19,chr10,102372214,102374206,hs224,negative,yes
chr19,44633644,44634226,hg19,chr10,102374886,102375478,hs225,negative,yes
chr19,44670805,44671431,hg19,chr10,102414915,102415578,hs285,negative,yes
chr19,44674626,44675238,hg19,chr10,102419119,102419731,hs286,negative,yes
chr19,44698597,44700718,hg19,chr10,102447081,102448985,hs228,negative,yes
chr19,44796521,44798014,hg19,chr10,102546590,102548095,hs229,negative,yes
chr19,44801251,44802539,hg19,chr10,102551472,102552372,hs520,negative,yes
chr19,45225546,45226320,hg19,chr10,102978822,102979600,hs324,negative,yes
chr19,45342853,45343685,hg19,chr10,103094612,103095386,hs939,negative,yes
chr19,45475437,45476961,hg19,chr10,103245010,103246610,hs897,negative,yes
chr19,45493585,45494869,hg19,chr10,103266649,103267972,hs326,positive,yes
chr19,45734459,45735623,hg19,chr10,103527193,103528393,hs511,negative,yes
chr19,45746901,45747683,hg19,chr10,103540180,103541030,hs513,negative,yes
chr19,46618498,46619738,mm9,chr19,46692988,46694228,mm195,negative,yes
chr19,47908459,47910596,mm9,chr19,47982949,47985086,mm324,negative,yes
chr19,49127656,49128321,hg19,chr10,107319200,107319911,hs951,negative,yes
chr19,53411035,53413469,mm9,chr19,53485525,53487959,mm1351,negative,yes
chr19,53715569,53717446,mm9,chr19,53790059,53791936,mm64,negative,yes
chr19,55476600,55477537,hg19,chr10,114403685,114404566,hs328,negative,yes
chr19,58371922,58373062,mm9,chr19,58446412,58447552,mm445,positive,yes
chr19,58419231,58420471,mm9,chr19,58493721,58494961,mm916,negative,yes
chr19,59132961,59134097,hg19,chr10,118854124,118855243,hs841,negative,yes
chr19,59134550,59135577,hg19,chr10,118855697,118856749,hs934,negative,yes
chr19,59267128,59268278,mm9,chr19,59341618,59342768,mm447,negative,yes
chr19,59423214,59425570,mm9,chr19,59497704,59500060,mm448,positive,yes
chr19,59465505,59466798,hg19,chr10,119309200,119310544,hs1032,negative,yes
chr19,59469921,59471302,hg19,chr10,119313709,119314860,hs1221,negative,yes
chr19,59637323,59638561,hg19,chr10,119491936,119493137,hs1087,negative,yes
chr19,59717098,59718467,hg19,chr10,119589659,119591176,hs1236,positive,yes
chr19,59865706,59867187,hg19,chr10,119725799,119727161,hs1551,negative,yes
chr19,60015442,60016837,mm9,chr19,60091345,60092740,mm449,positive,yes
chr19,60203058,60204722,hg19,chr10,120074039,120075696,hs672,negative,yes
chrX,42342577,42344283,hg19,chrX,123350827,123352587,hs1745,positive,yes
